scheme,workload,gpu_id,comp_type,comp_id,hit_rate,remote_hit_rate,read_hits,read_misses,write_hits,write_misses
HMG,pagerank,2,L2Cache,8,0.7118330496558869,0.8378951835349034,62877.0,27118.0,4456.0,140.0
HMG,pagerank,2,L2Cache,9,0.7133903732087554,0.839317137229153,63389.0,27155.0,4565.0,146.0
HMG,pagerank,2,L2Cache,10,0.7108339333361569,0.8368524625039889,62627.0,27168.0,4507.0,142.0
HMG,pagerank,2,L2Cache,11,0.7115400870630996,0.8377590501934595,62861.0,27161.0,4482.0,140.0
HMG,pagerank,2,L2Cache,12,0.7120866108432716,0.8381955126505065,62857.0,27089.0,4495.0,143.0
HMG,pagerank,2,L2Cache,13,0.7110649438750093,0.8369377277684675,62575.0,27120.0,4509.0,139.0
HMG,pagerank,2,L2Cache,14,0.7127156401106443,0.8384973298789192,62965.0,27074.0,4542.0,137.0
HMG,pagerank,2,L2Cache,15,0.7118051151976327,0.8387173585205175,62825.0,27134.0,4526.0,135.0
HMG,pagerank,3,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
HMG,pagerank,3,L1ICache,,0.9989437442236012,,786856.0,832.0,0.0,0.0
HMG,pagerank,3,L2Cache,0,0.8750574755495906,0.784058410607505,65804.0,10029.0,4611.0,25.0
HMG,pagerank,3,L2Cache,1,0.873445289289491,0.7812643905006249,64885.0,10030.0,4498.0,23.0
HMG,pagerank,3,L2Cache,2,0.8728565138076366,0.7803021996096405,64873.0,10081.0,4506.0,25.0
HMG,pagerank,3,L2Cache,3,0.8748150634689742,0.7836396740072828,65819.0,10043.0,4545.0,26.0
HMG,pagerank,3,L2Cache,4,0.873842491071988,0.7821198559109268,65184.0,10045.0,4553.0,23.0
HMG,pagerank,3,L2Cache,5,0.8737751224877512,0.7819337702205482,65311.0,10078.0,4598.0,21.0
HMG,pagerank,3,L2Cache,6,0.874344696114581,0.7828567681007346,65119.0,9996.0,4596.0,23.0
HMG,pagerank,3,L2Cache,7,0.8739429374419714,0.7817381207965474,65040.0,10025.0,4615.0,22.0
HMG,pagerank,3,L2Cache,8,0.8743563723832074,0.7832868595329383,65229.0,10005.0,4563.0,24.0
HMG,pagerank,3,L2Cache,9,0.8731006782615286,0.7809465219492904,64503.0,10028.0,4623.0,19.0
HMG,pagerank,3,L2Cache,10,0.8739233365234473,0.7824333800841514,64812.0,9985.0,4588.0,27.0
HMG,pagerank,3,L2Cache,11,0.8741382977392436,0.7832902707514602,65289.0,10036.0,4580.0,24.0
HMG,pagerank,3,L2Cache,12,0.8744226327944573,0.7832638176140458,65092.0,9982.0,4575.0,23.0
HMG,pagerank,3,L2Cache,13,0.8751243657347527,0.7844808932358159,65750.0,10017.0,4617.0,24.0
HMG,pagerank,3,L2Cache,14,0.8741977379045985,0.783236550892955,64720.0,9945.0,4610.0,32.0
HMG,pagerank,3,L2Cache,15,0.8734914794489583,0.7807314074984635,64936.0,10046.0,4621.0,28.0
HMG,pagerank,4,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
HMG,pagerank,4,L1ICache,,0.9989437777464635,,786881.0,832.0,0.0,0.0
HMG,pagerank,4,L2Cache,0,0.8647476033358448,0.8664913549405036,64616.0,10396.0,1954.0,16.0
HMG,pagerank,4,L2Cache,1,0.8641643392237216,0.8661039303613822,64268.0,10391.0,1946.0,17.0
HMG,pagerank,4,L2Cache,2,0.8657464199475744,0.8677033149243404,65083.0,10381.0,1963.0,16.0
HMG,pagerank,4,L2Cache,3,0.8660745362432806,0.8680489489528626,65236.0,10372.0,1948.0,17.0
HMG,pagerank,4,L2Cache,4,0.8640527665811653,0.8659711925439526,64065.0,10371.0,1959.0,17.0
HMG,pagerank,4,L2Cache,5,0.8662934362934362,0.8682069638789457,65334.0,10372.0,1977.0,17.0
HMG,pagerank,4,L2Cache,6,0.8651123522535394,0.8668447157573446,64609.0,10369.0,1996.0,16.0
HMG,pagerank,4,L2Cache,7,0.865255102700327,0.8670104847048968,64945.0,10408.0,1992.0,16.0
HMG,pagerank,4,L2Cache,8,0.8649464155654979,0.8666736903100061,64540.0,10365.0,1964.0,19.0
HMG,pagerank,4,L2Cache,9,0.8633535501411691,0.865256566083602,64087.0,10436.0,1963.0,18.0
HMG,pagerank,4,L2Cache,10,0.8666486583828561,0.8684371462402248,65407.0,10348.0,1968.0,19.0
HMG,pagerank,4,L2Cache,11,0.8642985822824469,0.8661942090954681,64221.0,10379.0,1986.0,16.0
HMG,pagerank,4,L2Cache,12,0.8628572179719747,0.864699235626454,63660.0,10416.0,1981.0,17.0
HMG,pagerank,4,L2Cache,13,0.864510183153987,0.8663595679619932,64645.0,10416.0,1956.0,22.0
HMG,pagerank,4,L2Cache,14,0.8646570486504802,0.8664407494824563,64361.0,10367.0,1985.0,18.0
HMG,pagerank,4,L2Cache,15,0.864813562847782,0.8666307263451323,64548.0,10378.0,1970.0,20.0
HMG,pagerank,5,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
HMG,pagerank,5,L1ICache,,0.9989428194953234,,786167.0,832.0,0.0,0.0
HMG,pagerank,5,L2Cache,0,0.7013570692565716,0.9136216011534597,62431.0,27161.0,1551.0,83.0
HMG,pagerank,5,L2Cache,1,0.7043340288645453,0.9144338807260155,63286.0,27129.0,1524.0,77.0
HMG,pagerank,5,L2Cache,2,0.700988359323523,0.9136855636220219,62296.0,27150.0,1536.0,78.0
HMG,pagerank,5,L2Cache,3,0.7014028056112225,0.9135016465422613,62130.0,27037.0,1570.0,81.0
HMG,pagerank,5,L2Cache,4,0.7011883991177535,0.9130859945122307,62345.0,27152.0,1555.0,79.0
HMG,pagerank,5,L2Cache,5,0.7039128108243876,0.9150416817687568,62896.0,27033.0,1562.0,80.0
HMG,pagerank,5,L2Cache,6,0.7010276454184142,0.9128903052274587,62365.0,27149.0,1486.0,82.0
HMG,pagerank,5,L2Cache,7,0.7036363240228333,0.9142084171235949,63006.0,27126.0,1585.0,79.0
HMG,pagerank,5,L2Cache,8,0.7012234811292654,0.9134705606380483,62034.0,27002.0,1527.0,80.0
HMG,pagerank,5,L2Cache,9,0.70012980441335,0.9133301103151232,62032.0,27185.0,1614.0,75.0
HMG,pagerank,5,L2Cache,10,0.700522959465125,0.9130830155470813,61950.0,27066.0,1544.0,78.0
HMG,pagerank,5,L2Cache,11,0.7037860943906482,0.9148567217236745,62979.0,27088.0,1561.0,76.0
HMG,pagerank,5,L2Cache,12,0.6985731404225102,0.9126598768356229,61434.0,27090.0,1527.0,77.0
HMG,pagerank,5,L2Cache,13,0.6994857048056186,0.9132432193656683,61695.0,27092.0,1549.0,79.0
HMG,pagerank,5,L2Cache,14,0.7009279950683062,0.9136828550943065,62115.0,27092.0,1558.0,76.0
HMG,pagerank,5,L2Cache,15,0.7015923566878981,0.913336641466476,62278.0,27095.0,1609.0,78.0
superdirectory,bfs,2,L1SCache,,0.9943502824858758,,95744.0,544.0,0.0,0.0
superdirectory,bfs,2,L1ICache,,0.9992605829680525,,4043439.0,2992.0,0.0,0.0
superdirectory,bfs,2,L2Cache,0,0.013646103529942484,0.0,226.0,17476.0,16.0,16.0
superdirectory,bfs,2,L2Cache,1,0.012816150618124078,,226.0,17408.0,0.0,0.0
superdirectory,bfs,2,L2Cache,2,0.018513308198750775,,329.0,17442.0,0.0,0.0
superdirectory,bfs,2,L2Cache,3,0.013573125212080081,,240.0,17442.0,0.0,0.0
superdirectory,bfs,2,L2Cache,4,0.013963480128893663,,247.0,17442.0,0.0,0.0
superdirectory,bfs,2,L2Cache,5,0.013740458015267175,,243.0,17442.0,0.0,0.0
superdirectory,bfs,2,L2Cache,6,0.03512751009570172,,635.0,17442.0,0.0,0.0
superdirectory,bfs,2,L2Cache,7,0.023426553830633863,,418.0,17425.0,0.0,0.0
superdirectory,bfs,2,L2Cache,8,0.011583011583011582,,204.0,17408.0,0.0,0.0
superdirectory,bfs,2,L2Cache,9,0.011470755252697331,,202.0,17408.0,0.0,0.0
superdirectory,bfs,2,L2Cache,10,0.012031782065834279,,212.0,17408.0,0.0,0.0
superdirectory,bfs,2,L2Cache,11,0.011975708042454168,,211.0,17408.0,0.0,0.0
superdirectory,bfs,2,L2Cache,12,0.012424122085437113,,219.0,17408.0,0.0,0.0
superdirectory,bfs,2,L2Cache,13,0.012087849724760229,,213.0,17408.0,0.0,0.0
superdirectory,bfs,2,L2Cache,14,0.011751348282713596,,207.0,17408.0,0.0,0.0
superdirectory,bfs,2,L2Cache,15,0.011583011583011582,,204.0,17408.0,0.0,0.0
superdirectory,bfs,3,L1SCache,,0.9943502824858758,,95744.0,544.0,0.0,0.0
superdirectory,bfs,3,L1ICache,,0.9992604919557492,,4042941.0,2992.0,0.0,0.0
superdirectory,bfs,3,L2Cache,0,0.002270663033605813,0.002297794117647059,10.0,4394.0,0.0,0.0
superdirectory,bfs,3,L2Cache,1,0.002068014705882353,0.002068014705882353,9.0,4343.0,0.0,0.0
superdirectory,bfs,3,L2Cache,2,0.02472711071508131,0.001838235294117647,111.0,4378.0,0.0,0.0
superdirectory,bfs,3,L2Cache,3,0.005677946854417443,0.001838235294117647,25.0,4378.0,0.0,0.0
superdirectory,bfs,3,L2Cache,4,0.0011399908800729594,0.0011488970588235295,5.0,4381.0,0.0,0.0
superdirectory,bfs,3,L2Cache,5,0.0011399908800729594,0.0011488970588235295,5.0,4381.0,0.0,0.0
superdirectory,bfs,3,L2Cache,6,0.08829654310703873,0.001838235294117647,424.0,4378.0,0.0,0.0
superdirectory,bfs,3,L2Cache,7,0.011111111111111112,0.001838235294117647,49.0,4361.0,0.0,0.0
superdirectory,bfs,3,L2Cache,8,0.003676470588235294,0.003676470588235294,16.0,4336.0,0.0,0.0
superdirectory,bfs,3,L2Cache,9,0.003676470588235294,0.003676470588235294,16.0,4336.0,0.0,0.0
superdirectory,bfs,3,L2Cache,10,0.002527573529411765,0.002527573529411765,11.0,4341.0,0.0,0.0
superdirectory,bfs,3,L2Cache,11,0.002527573529411765,0.002527573529411765,11.0,4341.0,0.0,0.0
superdirectory,bfs,3,L2Cache,12,0.002297794117647059,0.002297794117647059,10.0,4342.0,0.0,0.0
superdirectory,bfs,3,L2Cache,13,0.002297794117647059,0.002297794117647059,10.0,4342.0,0.0,0.0
superdirectory,bfs,3,L2Cache,14,0.003676470588235294,0.003676470588235294,16.0,4336.0,0.0,0.0
superdirectory,bfs,3,L2Cache,15,0.003676470588235294,0.003676470588235294,16.0,4336.0,0.0,0.0
superdirectory,bfs,4,L1SCache,,0.9943502824858758,,95744.0,544.0,0.0,0.0
superdirectory,bfs,4,L1ICache,,0.9992605085881844,,4043032.0,2992.0,0.0,0.0
superdirectory,bfs,4,L2Cache,0,0.0029532030895047705,0.0029871323529411763,13.0,4389.0,0.0,0.0
superdirectory,bfs,4,L2Cache,1,0.0029871323529411763,0.0029871323529411763,13.0,4339.0,0.0,0.0
superdirectory,bfs,4,L2Cache,2,0.02517264424147917,0.002297794117647059,113.0,4376.0,0.0,0.0
superdirectory,bfs,4,L2Cache,3,0.006132182602770838,0.002297794117647059,27.0,4376.0,0.0,0.0
superdirectory,bfs,4,L2Cache,4,0.0015959872321021432,0.001608455882352941,7.0,4379.0,0.0,0.0
superdirectory,bfs,4,L2Cache,5,0.0015959872321021432,0.001608455882352941,7.0,4379.0,0.0,0.0
superdirectory,bfs,4,L2Cache,6,0.09678085018572018,0.002068014705882353,469.0,4377.0,0.0,0.0
superdirectory,bfs,4,L2Cache,7,0.01757548445245606,0.002068014705882353,78.0,4360.0,0.0,0.0
superdirectory,bfs,4,L2Cache,8,0.004365808823529412,0.004365808823529412,19.0,4333.0,0.0,0.0
superdirectory,bfs,4,L2Cache,9,0.004365808823529412,0.004365808823529412,19.0,4333.0,0.0,0.0
superdirectory,bfs,4,L2Cache,10,0.003676470588235294,0.003676470588235294,16.0,4336.0,0.0,0.0
superdirectory,bfs,4,L2Cache,11,0.003676470588235294,0.003676470588235294,16.0,4336.0,0.0,0.0
superdirectory,bfs,4,L2Cache,12,0.003446691176470588,0.003446691176470588,15.0,4337.0,0.0,0.0
superdirectory,bfs,4,L2Cache,13,0.003446691176470588,0.003446691176470588,15.0,4337.0,0.0,0.0
superdirectory,bfs,4,L2Cache,14,0.00505514705882353,0.00505514705882353,22.0,4330.0,0.0,0.0
superdirectory,bfs,4,L2Cache,15,0.00505514705882353,0.00505514705882353,22.0,4330.0,0.0,0.0
superdirectory,bfs,5,L1SCache,,0.9943502824858758,,95744.0,544.0,0.0,0.0
superdirectory,bfs,5,L1ICache,,0.9992605551915723,,4043287.0,2992.0,0.0,0.0
superdirectory,bfs,5,L2Cache,0,0.007016749660479855,0.003446691176470588,15.0,4387.0,16.0,0.0
superdirectory,bfs,5,L2Cache,1,0.003446691176470588,0.003446691176470588,15.0,4337.0,0.0,0.0
superdirectory,bfs,5,L2Cache,2,0.025840944531075962,0.0029871323529411763,116.0,4373.0,0.0,0.0
superdirectory,bfs,5,L2Cache,3,0.006813536225300931,0.0029871323529411763,30.0,4373.0,0.0,0.0
superdirectory,bfs,5,L2Cache,4,0.002051983584131327,0.002068014705882353,9.0,4377.0,0.0,0.0
superdirectory,bfs,5,L2Cache,5,0.002051983584131327,0.002068014705882353,9.0,4377.0,0.0,0.0
superdirectory,bfs,5,L2Cache,6,0.08823529411764706,0.003446691176470588,423.0,4371.0,0.0,0.0
superdirectory,bfs,5,L2Cache,7,0.01981089599279604,0.003446691176470588,88.0,4354.0,0.0,0.0
superdirectory,bfs,5,L2Cache,8,0.00666360294117647,0.00666360294117647,29.0,4323.0,0.0,0.0
superdirectory,bfs,5,L2Cache,9,0.00666360294117647,0.00666360294117647,29.0,4323.0,0.0,0.0
superdirectory,bfs,5,L2Cache,10,0.00505514705882353,0.00505514705882353,22.0,4330.0,0.0,0.0
superdirectory,bfs,5,L2Cache,11,0.00505514705882353,0.00505514705882353,22.0,4330.0,0.0,0.0
superdirectory,bfs,5,L2Cache,12,0.004825367647058824,0.004825367647058824,21.0,4331.0,0.0,0.0
superdirectory,bfs,5,L2Cache,13,0.004825367647058824,0.004825367647058824,21.0,4331.0,0.0,0.0
superdirectory,bfs,5,L2Cache,14,0.0059742647058823525,0.0059742647058823525,26.0,4326.0,0.0,0.0
superdirectory,bfs,5,L2Cache,15,0.0059742647058823525,0.0059742647058823525,26.0,4326.0,0.0,0.0
superdirectory,im2col,2,L1SCache,,0.995850622406639,,11520.0,48.0,0.0,0.0
superdirectory,im2col,2,L1ICache,,0.9940162061084563,,47842.0,288.0,0.0,0.0
superdirectory,im2col,2,L2Cache,0,0.5951126018207954,0.5683962264150944,301.0,332.0,941.0,513.0
superdirectory,im2col,2,L2Cache,1,0.6028301886792453,0.5763888888888888,345.0,329.0,933.0,513.0
superdirectory,im2col,2,L2Cache,2,0.5831683168316831,0.5577156743620899,346.0,330.0,832.0,512.0
superdirectory,im2col,2,L2Cache,3,0.591460456089277,0.5737704918032787,287.0,330.0,932.0,512.0
superdirectory,im2col,2,L2Cache,4,0.591460456089277,0.5676959619952494,300.0,330.0,919.0,512.0
superdirectory,im2col,2,L2Cache,5,0.599047619047619,0.5951056729699666,345.0,330.0,913.0,512.0
superdirectory,im2col,2,L2Cache,6,0.5969363331737674,0.5923852183650616,322.0,330.0,925.0,512.0
superdirectory,im2col,2,L2Cache,7,0.5860373647984267,0.5727699530516432,275.0,330.0,917.0,512.0
superdirectory,im2col,2,L2Cache,8,0.586495810744209,0.5650602409638554,334.0,327.0,856.0,512.0
superdirectory,im2col,2,L2Cache,9,0.5789473684210527,0.5552825552825553,364.0,328.0,791.0,512.0
superdirectory,im2col,2,L2Cache,10,0.5934172313649564,0.5761124121779859,361.0,328.0,865.0,512.0
superdirectory,im2col,2,L2Cache,11,0.5778337531486146,0.5536374845869297,288.0,326.0,859.0,512.0
superdirectory,im2col,2,L2Cache,12,0.5759109311740891,0.5469336670838548,309.0,326.0,829.0,512.0
superdirectory,im2col,2,L2Cache,13,0.583705911574764,0.559074299634592,301.0,326.0,874.0,512.0
superdirectory,im2col,2,L2Cache,14,0.5882063882063882,0.5775962660443408,327.0,326.0,870.0,512.0
superdirectory,im2col,2,L2Cache,15,0.5939922480620154,0.5834292289988493,294.0,326.0,932.0,512.0
superdirectory,im2col,3,L1SCache,,0.995850622406639,,11520.0,48.0,0.0,0.0
superdirectory,im2col,3,L1ICache,,0.9940162061084563,,47842.0,288.0,0.0,0.0
superdirectory,im2col,3,L2Cache,0,0.607318161535029,0.5887949260042283,349.0,366.0,1012.0,514.0
superdirectory,im2col,3,L2Cache,1,0.6039603960396039,0.5878023133543638,367.0,361.0,975.0,519.0
superdirectory,im2col,3,L2Cache,2,0.6007309273640932,0.5906183368869936,376.0,363.0,939.0,511.0
superdirectory,im2col,3,L2Cache,3,0.5975103734439834,0.579582875960483,362.0,361.0,934.0,512.0
superdirectory,im2col,3,L2Cache,4,0.5962962962962963,0.5806805708013172,362.0,360.0,926.0,512.0
superdirectory,im2col,3,L2Cache,5,0.5999081304547542,0.592948717948718,377.0,359.0,929.0,512.0
superdirectory,im2col,3,L2Cache,6,0.5964831096714484,0.5874730021598272,371.0,360.0,918.0,512.0
superdirectory,im2col,3,L2Cache,7,0.5834522111269614,0.5527230590961761,349.0,364.0,878.0,512.0
superdirectory,im2col,3,L2Cache,8,0.586469747498809,0.5584112149532711,389.0,356.0,842.0,512.0
superdirectory,im2col,3,L2Cache,9,0.6006419073819349,0.5981012658227848,407.0,359.0,903.0,512.0
superdirectory,im2col,3,L2Cache,10,0.5974025974025974,0.590465872156013,411.0,356.0,877.0,512.0
superdirectory,im2col,3,L2Cache,11,0.6085393258426967,0.6071794871794872,389.0,359.0,965.0,512.0
superdirectory,im2col,3,L2Cache,12,0.5930451127819549,0.5762331838565022,424.0,354.0,838.0,512.0
superdirectory,im2col,3,L2Cache,13,0.5971122496506753,0.587527352297593,429.0,353.0,853.0,512.0
superdirectory,im2col,3,L2Cache,14,0.5804263565891473,0.5625,426.0,354.0,772.0,512.0
superdirectory,im2col,3,L2Cache,15,0.6076923076923076,0.6035564853556485,397.0,355.0,946.0,512.0
superdirectory,im2col,4,L1SCache,,0.995850622406639,,11520.0,48.0,0.0,0.0
superdirectory,im2col,4,L1ICache,,0.9940162061084563,,47842.0,288.0,0.0,0.0
superdirectory,im2col,4,L2Cache,0,0.6044528659403127,0.5981735159817352,329.0,353.0,947.0,482.0
superdirectory,im2col,4,L2Cache,1,0.6052508204406939,0.6008820286659317,330.0,356.0,961.0,486.0
superdirectory,im2col,4,L2Cache,2,0.5920038535645472,0.581901489117984,332.0,358.0,897.0,489.0
superdirectory,im2col,4,L2Cache,3,0.5959595959595959,0.5846867749419954,326.0,358.0,913.0,482.0
superdirectory,im2col,4,L2Cache,4,0.5900195694716243,0.5801886792452831,324.0,356.0,882.0,482.0
superdirectory,im2col,4,L2Cache,5,0.5904669260700389,0.5818815331010453,331.0,360.0,883.0,482.0
superdirectory,im2col,4,L2Cache,6,0.5965500718735026,0.5833333333333334,330.0,360.0,915.0,482.0
superdirectory,im2col,4,L2Cache,7,0.5976019184652278,0.5910652920962199,347.0,357.0,899.0,482.0
superdirectory,im2col,4,L2Cache,8,0.5909528392685275,0.5846501128668171,327.0,368.0,901.0,482.0
superdirectory,im2col,4,L2Cache,9,0.5845173934345909,0.5758980301274623,320.0,366.0,873.0,482.0
superdirectory,im2col,4,L2Cache,10,0.5881495871782418,0.5793103448275863,307.0,366.0,904.0,482.0
superdirectory,im2col,4,L2Cache,11,0.5809806835066865,0.5536585365853659,311.0,364.0,862.0,482.0
superdirectory,im2col,4,L2Cache,12,0.5871694417238001,0.5803468208092486,298.0,361.0,901.0,482.0
superdirectory,im2col,4,L2Cache,13,0.5773660490736104,0.5656324582338902,293.0,362.0,860.0,482.0
superdirectory,im2col,4,L2Cache,14,0.5791563275434243,0.5634638196915777,292.0,366.0,875.0,482.0
superdirectory,im2col,4,L2Cache,15,0.578,0.5517241379310345,301.0,362.0,855.0,482.0
superdirectory,im2col,5,L1SCache,,0.9952267303102625,,10008.0,48.0,0.0,0.0
superdirectory,im2col,5,L1ICache,,0.9931149892421707,,41542.0,288.0,0.0,0.0
superdirectory,im2col,5,L2Cache,0,0.5847520355292376,0.25555555555555554,74.0,393.0,716.0,168.0
superdirectory,im2col,5,L2Cache,1,0.5829596412556054,0.23863636363636365,77.0,390.0,703.0,168.0
superdirectory,im2col,5,L2Cache,2,0.5770097670924117,0.28272251308900526,74.0,390.0,694.0,173.0
superdirectory,im2col,5,L2Cache,3,0.5896501457725948,0.3397129186602871,73.0,392.0,736.0,171.0
superdirectory,im2col,5,L2Cache,4,0.5653518948182521,0.21142857142857144,68.0,394.0,663.0,168.0
superdirectory,im2col,5,L2Cache,5,0.5683563748079877,0.1038961038961039,70.0,394.0,670.0,168.0
superdirectory,im2col,5,L2Cache,6,0.5732725892179195,0.1686746987951807,66.0,394.0,689.0,168.0
superdirectory,im2col,5,L2Cache,7,0.5818452380952381,0.2923076923076923,78.0,394.0,704.0,168.0
superdirectory,im2col,5,L2Cache,8,0.5661538461538461,0.24324324324324326,68.0,396.0,668.0,168.0
superdirectory,im2col,5,L2Cache,9,0.5743396226415094,0.3034825870646766,72.0,396.0,689.0,168.0
superdirectory,im2col,5,L2Cache,10,0.5736961451247166,0.20454545454545456,74.0,396.0,685.0,168.0
superdirectory,im2col,5,L2Cache,11,0.571972581873572,0.16167664670658682,77.0,394.0,674.0,168.0
superdirectory,im2col,5,L2Cache,12,0.5739196360879454,0.27835051546391754,80.0,394.0,677.0,168.0
superdirectory,im2col,5,L2Cache,13,0.5735963581183612,0.3069306930693069,88.0,394.0,668.0,168.0
superdirectory,im2col,5,L2Cache,14,0.5830860534124629,0.33649289099526064,81.0,394.0,705.0,168.0
superdirectory,im2col,5,L2Cache,15,0.5739196360879454,0.20454545454545456,67.0,394.0,690.0,168.0
superdirectory,matrixmultiplication,2,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
superdirectory,matrixmultiplication,2,L1ICache,,0.9995353694619428,,929339.0,432.0,0.0,0.0
superdirectory,matrixmultiplication,2,L2Cache,0,0.6751583189407023,0.23486302564997383,9352.0,3514.0,30.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,1,0.6758210239495196,0.23595896365849417,9386.0,3521.0,39.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,2,0.6784542991587053,0.2380455572943836,9475.0,3510.0,41.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,3,0.6784414472275744,0.23984022229940952,9472.0,3506.0,35.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,4,0.6781437125748503,0.2361546499477534,9476.0,3515.0,37.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,5,0.6781256686398973,0.2389795209996529,9467.0,3513.0,41.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,6,0.6806018879977287,0.2480646826079477,9551.0,3500.0,38.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,7,0.6790714285714285,0.2474564580100017,9473.0,3493.0,34.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,8,0.6805257893984855,0.25253741613624636,9492.0,3472.0,34.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,9,0.6787076347413111,0.25985326736051867,9385.0,3465.0,47.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,10,0.6759501015375688,0.2565947242206235,9288.0,3468.0,32.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,11,0.6785997262839444,0.2614991482112436,9376.0,3462.0,45.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,12,0.6799654328100245,0.2671872347648956,9398.0,3444.0,44.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,13,0.6762479988356862,0.2615831766113866,9253.0,3449.0,40.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,14,0.6786515228242784,0.2618517884648297,9339.0,3442.0,42.0,1000.0
superdirectory,matrixmultiplication,2,L2Cache,15,0.6813464033443852,0.26756480218281037,9415.0,3421.0,38.0,1000.0
superdirectory,matrixmultiplication,3,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
superdirectory,matrixmultiplication,3,L1ICache,,0.9995350699332308,,928740.0,432.0,0.0,0.0
superdirectory,matrixmultiplication,3,L2Cache,0,0.6730569178183979,0.5187873612297181,13552.0,5600.0,35.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,1,0.6723522411741373,0.5052677787532923,13527.0,5608.0,33.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,2,0.6694665266736664,0.5046194456665201,13361.0,5611.0,29.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,3,0.6733221310665217,0.5428687525396181,13592.0,5610.0,32.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,4,0.6701904856886407,0.5112749349522984,13409.0,5614.0,31.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,5,0.6700593723494487,0.5054896794027229,13397.0,5613.0,33.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,6,0.6706070128185945,0.5175513698630136,13416.0,5604.0,29.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,7,0.6702303042413948,0.5048330404217927,13385.0,5601.0,31.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,8,0.6682946478022255,0.5063736263736264,13239.0,5588.0,34.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,9,0.6740109917314453,0.555952380952381,13578.0,5584.0,35.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,10,0.6759551004332415,0.5774754346182918,13692.0,5582.0,38.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,11,0.6796201607012418,0.606852702225362,13916.0,5579.0,40.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,12,0.6779702485809356,0.5968908170643529,13820.0,5581.0,35.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,13,0.677760375880971,0.5982721382289417,13804.0,5584.0,44.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,14,0.6774698913149907,0.596745027124774,13806.0,5588.0,32.0,1000.0
superdirectory,matrixmultiplication,3,L2Cache,15,0.6782752902155887,0.6125217391304347,13869.0,5596.0,37.0,1000.0
superdirectory,matrixmultiplication,4,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
superdirectory,matrixmultiplication,4,L1ICache,,0.9995352309966498,,929062.0,432.0,0.0,0.0
superdirectory,matrixmultiplication,4,L2Cache,0,0.4059563504092149,0.5129540101648692,4202.0,4675.0,1155.0,3164.0
superdirectory,matrixmultiplication,4,L2Cache,1,0.4881117038793387,0.6178041543026707,6246.0,4608.0,1165.0,3164.0
superdirectory,matrixmultiplication,4,L2Cache,2,0.44342922407024055,0.5639300134589502,5029.0,4634.0,1183.0,3163.0
superdirectory,matrixmultiplication,4,L2Cache,3,0.4825016633399867,0.6114457831325302,6091.0,4616.0,1161.0,3162.0
superdirectory,matrixmultiplication,4,L2Cache,4,0.4497567167336577,0.5726514486391572,5218.0,4640.0,1160.0,3163.0
superdirectory,matrixmultiplication,4,L2Cache,5,0.5112217879208171,0.6428836863619473,6920.0,4590.0,1189.0,3163.0
superdirectory,matrixmultiplication,4,L2Cache,6,0.45789253897550114,0.5819239469998922,5402.0,4627.0,1177.0,3162.0
superdirectory,matrixmultiplication,4,L2Cache,7,0.5037392138063279,0.635055839485141,6710.0,4602.0,1171.0,3162.0
superdirectory,matrixmultiplication,4,L2Cache,8,0.40854442344045366,0.519292209388056,4226.0,4658.0,1177.0,3164.0
superdirectory,matrixmultiplication,4,L2Cache,9,0.5047904956566173,0.6351466818570208,6718.0,4589.0,1185.0,3164.0
