scheme,workload,gpu_id,comp_type,comp_id,hit_rate,remote_hit_rate,read_hits,read_misses,write_hits,write_misses
REC,matrixmultiplication,4,L2Cache,5,0.18028900428990743,0.24314615239175646,1286.0,4749.0,311.0,2512.0
REC,matrixmultiplication,4,L2Cache,6,0.20085516938932135,0.2721323395746228,1497.0,4750.0,335.0,2539.0
REC,matrixmultiplication,4,L2Cache,7,0.2011406010089932,0.2714701601164483,1492.0,4750.0,342.0,2534.0
REC,matrixmultiplication,4,L2Cache,8,0.18274738852072336,0.2461828463713478,1306.0,4745.0,321.0,2531.0
REC,matrixmultiplication,4,L2Cache,9,0.1962493105350248,0.2634002578743783,1458.0,4745.0,321.0,2541.0
REC,matrixmultiplication,4,L2Cache,10,0.20008775778850374,0.2682034394438346,1494.0,4746.0,330.0,2546.0
REC,matrixmultiplication,4,L2Cache,11,0.18995098039215685,0.25322128851540615,1384.0,4745.0,321.0,2526.0
REC,matrixmultiplication,4,L2Cache,12,0.20114310837546714,0.26945560833028864,1503.0,4745.0,327.0,2523.0
REC,matrixmultiplication,4,L2Cache,13,0.2010529779532741,0.26927292656192914,1502.0,4746.0,331.0,2538.0
REC,matrixmultiplication,4,L2Cache,14,0.18776560053679267,0.24901408450704227,1352.0,4745.0,327.0,2518.0
REC,matrixmultiplication,4,L2Cache,15,0.1884090400537033,0.25098333021165015,1350.0,4744.0,334.0,2510.0
REC,matrixmultiplication,5,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
REC,matrixmultiplication,5,L1ICache,,0.9995352659956711,,929132.0,432.0,0.0,0.0
REC,matrixmultiplication,5,L2Cache,0,0.27128448531592997,0.2643798681845416,1786.0,4005.0,43.0,908.0
REC,matrixmultiplication,5,L2Cache,1,0.27690269394965406,0.27690269394965406,1835.0,4004.0,46.0,908.0
REC,matrixmultiplication,5,L2Cache,2,0.2772626931567329,0.27734432504048284,1843.0,4005.0,41.0,906.0
REC,matrixmultiplication,5,L2Cache,3,0.2834427425237053,0.2835254633007442,1905.0,4006.0,38.0,906.0
REC,matrixmultiplication,5,L2Cache,4,0.2862124073805027,0.28629559657026593,1923.0,4007.0,47.0,906.0
REC,matrixmultiplication,5,L2Cache,5,0.27512915129151294,0.2752103942123136,1820.0,4005.0,44.0,906.0
REC,matrixmultiplication,5,L2Cache,6,0.27132472926865453,0.2714052530048969,1789.0,4006.0,40.0,906.0
REC,matrixmultiplication,5,L2Cache,7,0.27562306444477214,0.2757043811771648,1823.0,4006.0,46.0,906.0
REC,matrixmultiplication,5,L2Cache,8,0.2723902728351127,0.27247107683180066,1790.0,4001.0,47.0,906.0
REC,matrixmultiplication,5,L2Cache,9,0.25831318016928656,0.2552383844518676,1670.0,4001.0,39.0,906.0
REC,matrixmultiplication,5,L2Cache,10,0.2578254952366551,0.2547470758013064,1662.0,4002.0,43.0,906.0
REC,matrixmultiplication,5,L2Cache,11,0.2526652452025586,0.24954100367197063,1610.0,4001.0,49.0,906.0
REC,matrixmultiplication,5,L2Cache,12,0.2595442885166742,0.25648021828103684,1677.0,4001.0,43.0,906.0
REC,matrixmultiplication,5,L2Cache,13,0.26128838049367853,0.25824009676443904,1689.0,4002.0,47.0,906.0
REC,matrixmultiplication,5,L2Cache,14,0.27859453102028814,0.27569403425871236,1845.0,4001.0,50.0,906.0
REC,matrixmultiplication,5,L2Cache,15,0.267433179035389,0.266377505234819,1740.0,4000.0,51.0,906.0
REC,pagerank,2,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
REC,pagerank,2,L1ICache,,0.9989429712671132,,786280.0,832.0,0.0,0.0
REC,pagerank,2,L2Cache,0,0.7195340128978573,0.8426972023156767,64345.0,26850.0,4831.0,114.0
REC,pagerank,2,L2Cache,1,0.7176312275723942,0.8408151741485075,64039.0,26909.0,4756.0,160.0
REC,pagerank,2,L2Cache,2,0.7204511761473786,0.8426225334182049,64696.0,26838.0,4798.0,127.0
REC,pagerank,2,L2Cache,3,0.718211948138575,0.8404042988741044,64158.0,26891.0,4753.0,146.0
REC,pagerank,2,L2Cache,4,0.7158375431084487,0.8408596582081823,63040.0,26823.0,4835.0,121.0
REC,pagerank,2,L2Cache,5,0.7191765845125417,0.8422315230706411,64305.0,26817.0,4764.0,153.0
REC,pagerank,2,L2Cache,6,0.7180923179609119,0.8415534478338887,64064.0,26892.0,4791.0,139.0
REC,pagerank,2,L2Cache,7,0.7178128852945479,0.8414474528422944,63907.0,26859.0,4792.0,148.0
REC,pagerank,2,L2Cache,8,0.7178561714058544,0.840772664306603,63783.0,26835.0,4834.0,134.0
REC,pagerank,2,L2Cache,9,0.7191188287225938,0.842261523892401,64124.0,26767.0,4787.0,149.0
REC,pagerank,2,L2Cache,10,0.7177011446104868,0.8410779952169105,63707.0,26831.0,4827.0,126.0
REC,pagerank,2,L2Cache,11,0.7186528985279809,0.8423620025673941,63889.0,26737.0,4802.0,155.0
REC,pagerank,2,L2Cache,12,0.7175849278035081,0.8411402672984317,63662.0,26823.0,4820.0,129.0
REC,pagerank,2,L2Cache,13,0.7172631534782243,0.8403876888178584,63599.0,26801.0,4782.0,154.0
REC,pagerank,2,L2Cache,14,0.717732409236784,0.8410984897048642,63821.0,26875.0,4838.0,127.0
REC,pagerank,2,L2Cache,15,0.7175051313199011,0.8407921810699589,63705.0,26843.0,4811.0,133.0
REC,pagerank,3,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
REC,pagerank,3,L1ICache,,0.9989405228366992,,784461.0,832.0,0.0,0.0
REC,pagerank,3,L2Cache,0,0.8809515033113396,0.7939119615582633,66806.0,9667.0,4892.0,22.0
REC,pagerank,3,L2Cache,1,0.879584655035686,0.7905477281114994,66110.0,9698.0,4876.0,20.0
REC,pagerank,3,L2Cache,2,0.8795542167181127,0.7911699683558021,66101.0,9694.0,4850.0,22.0
REC,pagerank,3,L2Cache,3,0.8801956591205171,0.7920628092062809,66793.0,9724.0,4825.0,24.0
REC,pagerank,3,L2Cache,4,0.8797166312249641,0.7909128334019457,66262.0,9706.0,4893.0,23.0
REC,pagerank,3,L2Cache,5,0.8797796660409051,0.791125822083766,66368.0,9712.0,4866.0,22.0
REC,pagerank,3,L2Cache,6,0.8797925793915993,0.7912704429762807,66223.0,9689.0,4866.0,24.0
REC,pagerank,3,L2Cache,7,0.8791563982216498,0.7892513392273856,66089.0,9733.0,4902.0,25.0
REC,pagerank,3,L2Cache,8,0.8795070291695052,0.7915388934479333,66103.0,9703.0,4904.0,25.0
REC,pagerank,3,L2Cache,9,0.8788960029837757,0.7897848293849163,65805.0,9719.0,4889.0,22.0
REC,pagerank,3,L2Cache,10,0.8790734148223754,0.790291008743312,65688.0,9691.0,4935.0,24.0
REC,pagerank,3,L2Cache,11,0.8802276908639658,0.7921971429804497,66405.0,9675.0,4882.0,25.0
REC,pagerank,3,L2Cache,12,0.8797873790377538,0.7911804260118867,66099.0,9675.0,4906.0,27.0
REC,pagerank,3,L2Cache,13,0.8803037564050576,0.7924585024372437,66778.0,9715.0,4862.0,26.0
REC,pagerank,3,L2Cache,14,0.8790267349048028,0.7903138116260358,65690.0,9685.0,4902.0,30.0
REC,pagerank,3,L2Cache,15,0.8785968315551245,0.7889198727724283,65763.0,9734.0,4892.0,29.0
REC,pagerank,4,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
REC,pagerank,4,L1ICache,,0.9989417343346154,,785360.0,832.0,0.0,0.0
REC,pagerank,4,L2Cache,0,0.8699560243993655,0.8717044237150845,65480.0,10064.0,1979.0,20.0
REC,pagerank,4,L2Cache,1,0.8695753525778003,0.8713866394108551,65170.0,10053.0,1976.0,18.0
REC,pagerank,4,L2Cache,2,0.8711173757047668,0.8728188616535106,65999.0,10040.0,1983.0,18.0
REC,pagerank,4,L2Cache,3,0.8710425501928276,0.8728958630527818,66009.0,10047.0,1975.0,18.0
REC,pagerank,4,L2Cache,4,0.8695127646326276,0.8712137147665124,65049.0,10039.0,1980.0,20.0
REC,pagerank,4,L2Cache,5,0.871594635633988,0.8734031697645281,66314.0,10046.0,1992.0,17.0
REC,pagerank,4,L2Cache,6,0.869111435472829,0.8706215355584385,65297.0,10117.0,1987.0,16.0
REC,pagerank,4,L2Cache,7,0.8703530467098097,0.8719211822660099,65918.0,10099.0,2000.0,18.0
REC,pagerank,4,L2Cache,8,0.8703297270779002,0.871939489904079,65430.0,10023.0,1984.0,21.0
REC,pagerank,4,L2Cache,9,0.8693343693343694,0.8710299247292087,65143.0,10069.0,1987.0,21.0
REC,pagerank,4,L2Cache,10,0.872426461208766,0.8740420032310178,66390.0,9980.0,2003.0,21.0
REC,pagerank,4,L2Cache,11,0.8697564888854386,0.8714184601672478,65229.0,10043.0,1991.0,23.0
REC,pagerank,4,L2Cache,12,0.8686741022567364,0.8703033823568241,64685.0,10059.0,1984.0,20.0
REC,pagerank,4,L2Cache,13,0.8704767301104901,0.8721389725732619,65613.0,10036.0,1983.0,22.0
REC,pagerank,4,L2Cache,14,0.8699192253922229,0.8715961979678793,65220.0,10028.0,1983.0,21.0
REC,pagerank,4,L2Cache,15,0.8702600216684724,0.8719552809957293,65480.0,10038.0,1993.0,21.0
REC,pagerank,5,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
REC,pagerank,5,L1ICache,,0.9989402151414214,,784233.0,832.0,0.0,0.0
REC,pagerank,5,L2Cache,0,0.7063073135595953,0.9150677160887755,63934.0,27227.0,1766.0,92.0
REC,pagerank,5,L2Cache,1,0.7080870585724954,0.9153407174181941,64611.0,27258.0,1758.0,103.0
REC,pagerank,5,L2Cache,2,0.7062078170916802,0.9147911338448422,63843.0,27208.0,1763.0,85.0
REC,pagerank,5,L2Cache,3,0.7061832955363765,0.9153288194296584,63936.0,27248.0,1768.0,89.0
REC,pagerank,5,L2Cache,4,0.7051027670541549,0.9142844922225866,63623.0,27259.0,1764.0,88.0
REC,pagerank,5,L2Cache,5,0.7082422527967083,0.9161768861260243,64304.0,27135.0,1792.0,93.0
REC,pagerank,5,L2Cache,6,0.7048002237665942,0.9139294620591378,63782.0,27335.0,1732.0,105.0
REC,pagerank,5,L2Cache,7,0.7064942306867413,0.9154027159583817,64115.0,27272.0,1767.0,98.0
REC,pagerank,5,L2Cache,8,0.7062541188163737,0.9150496518662253,63584.0,27097.0,1789.0,93.0
REC,pagerank,5,L2Cache,9,0.7053475128348936,0.9151254153179232,63634.0,27218.0,1763.0,101.0
REC,pagerank,5,L2Cache,10,0.7036896323393723,0.913825268354285,63038.0,27212.0,1788.0,85.0
REC,pagerank,5,L2Cache,11,0.7070616012019747,0.9156084730903024,64095.0,27201.0,1789.0,95.0
REC,pagerank,5,L2Cache,12,0.7029214069739619,0.9133513100405197,62832.0,27222.0,1796.0,92.0
REC,pagerank,5,L2Cache,13,0.70431454192555,0.9146699932607791,63156.0,27171.0,1798.0,98.0
REC,pagerank,5,L2Cache,14,0.7062549144217408,0.9153745483513045,63742.0,27180.0,1826.0,91.0
REC,pagerank,5,L2Cache,15,0.7055954243781363,0.9148726728011983,63598.0,27179.0,1786.0,102.0
HMG,im2col,2,L1SCache,,0.995850622406639,,11520.0,48.0,0.0,0.0
HMG,im2col,2,L1ICache,,0.9940235323414057,,47901.0,288.0,0.0,0.0
HMG,im2col,2,L2Cache,0,0.6044007490636704,0.5918827508455468,333.0,332.0,958.0,513.0
HMG,im2col,2,L2Cache,1,0.6009478672985782,0.5815028901734104,333.0,328.0,935.0,514.0
HMG,im2col,2,L2Cache,2,0.599047619047619,0.5852534562211982,348.0,330.0,910.0,512.0
HMG,im2col,2,L2Cache,3,0.5938253738543174,0.5913734392735528,332.0,330.0,899.0,512.0
HMG,im2col,2,L2Cache,4,0.591460456089277,0.5794392523364486,337.0,330.0,882.0,512.0
HMG,im2col,2,L2Cache,5,0.603017444601603,0.5968645016797313,338.0,330.0,941.0,512.0
HMG,im2col,2,L2Cache,6,0.5996195910603899,0.5973154362416108,360.0,330.0,901.0,512.0
HMG,im2col,2,L2Cache,7,0.5948026948989413,0.5909090909090909,353.0,330.0,883.0,512.0
HMG,im2col,2,L2Cache,8,0.5951807228915663,0.5783274440518257,367.0,328.0,868.0,512.0
HMG,im2col,2,L2Cache,9,0.5829195630585898,0.5618115055079559,337.0,328.0,837.0,512.0
HMG,im2col,2,L2Cache,10,0.582089552238806,0.5623471882640587,347.0,328.0,823.0,512.0
HMG,im2col,2,L2Cache,11,0.5818363273453094,0.55527950310559,311.0,326.0,855.0,512.0
HMG,im2col,2,L2Cache,12,0.5867850098619329,0.5707434052757794,301.0,326.0,889.0,512.0
HMG,im2col,2,L2Cache,13,0.5786827551533434,0.5356679636835279,330.0,326.0,821.0,512.0
HMG,im2col,2,L2Cache,14,0.5988511249401628,0.5936435868331441,364.0,326.0,887.0,512.0
HMG,im2col,2,L2Cache,15,0.6001908396946565,0.5908571428571429,345.0,326.0,913.0,512.0
HMG,im2col,3,L1SCache,,0.995850622406639,,11520.0,48.0,0.0,0.0
HMG,im2col,3,L1ICache,,0.9940235323414057,,47901.0,288.0,0.0,0.0
HMG,im2col,3,L2Cache,0,0.597752808988764,0.5679144385026738,342.0,380.0,988.0,515.0
HMG,im2col,3,L2Cache,1,0.6045895851721095,0.5767634854771784,384.0,377.0,986.0,519.0
HMG,im2col,3,L2Cache,2,0.5997298514182801,0.5732620320855615,371.0,379.0,961.0,510.0
HMG,im2col,3,L2Cache,3,0.5941499085923218,0.5645514223194749,378.0,376.0,922.0,512.0
HMG,im2col,3,L2Cache,4,0.5840749414519907,0.5528089887640449,348.0,376.0,899.0,512.0
HMG,im2col,3,L2Cache,5,0.6008988764044944,0.5819327731092437,368.0,376.0,969.0,512.0
HMG,im2col,3,L2Cache,6,0.5958124715521165,0.5756929637526652,358.0,376.0,951.0,512.0
HMG,im2col,3,L2Cache,7,0.5871687587168759,0.5538116591928252,364.0,376.0,899.0,512.0
HMG,im2col,3,L2Cache,8,0.5924908424908425,0.5666305525460456,364.0,378.0,930.0,512.0
HMG,im2col,3,L2Cache,9,0.581766917293233,0.546485260770975,352.0,378.0,886.0,512.0
HMG,im2col,3,L2Cache,10,0.5883441258094357,0.5670995670995671,368.0,378.0,904.0,512.0
HMG,im2col,3,L2Cache,11,0.5913483663138518,0.5753715498938429,371.0,376.0,914.0,512.0
HMG,im2col,3,L2Cache,12,0.5992779783393501,0.5618838992332968,420.0,376.0,908.0,512.0
HMG,im2col,3,L2Cache,13,0.5963636363636363,0.5785036880927292,405.0,376.0,907.0,512.0
HMG,im2col,3,L2Cache,14,0.5928473177441541,0.5694294940796556,417.0,376.0,876.0,512.0
HMG,im2col,3,L2Cache,15,0.5958124715521165,0.5731056563500534,388.0,376.0,921.0,512.0
HMG,im2col,4,L1SCache,,0.995850622406639,,11520.0,48.0,0.0,0.0
HMG,im2col,4,L1ICache,,0.9940235323414057,,47901.0,288.0,0.0,0.0
HMG,im2col,4,L2Cache,0,0.5779411764705882,0.5248756218905473,259.0,379.0,920.0,482.0
HMG,im2col,4,L2Cache,1,0.5879541108986616,0.5458823529411765,288.0,376.0,942.0,486.0
HMG,im2col,4,L2Cache,2,0.5805043646944714,0.548951048951049,282.0,374.0,915.0,491.0
HMG,im2col,4,L2Cache,3,0.5746785361028685,0.5392038600723763,272.0,378.0,890.0,482.0
HMG,im2col,4,L2Cache,4,0.5671867136386513,0.5318627450980392,280.0,378.0,847.0,482.0
HMG,im2col,4,L2Cache,5,0.5769798327594687,0.54739336492891,291.0,378.0,882.0,482.0
HMG,im2col,4,L2Cache,6,0.5811008280565026,0.5446960667461264,285.0,378.0,908.0,482.0
HMG,im2col,4,L2Cache,7,0.5736241943480417,0.5403128760529483,280.0,378.0,877.0,482.0
HMG,im2col,4,L2Cache,8,0.569077306733167,0.5298416565164433,266.0,382.0,875.0,482.0
HMG,im2col,4,L2Cache,9,0.5789473684210527,0.5532407407407407,274.0,382.0,914.0,482.0
HMG,im2col,4,L2Cache,10,0.5611985779583545,0.5175,268.0,382.0,837.0,482.0
HMG,im2col,4,L2Cache,11,0.5730559683011391,0.5354993983152828,268.0,380.0,889.0,482.0
HMG,im2col,4,L2Cache,12,0.5823215152986887,0.5626423690205011,268.0,378.0,931.0,482.0
HMG,im2col,4,L2Cache,13,0.5894988066825776,0.5770925110132159,298.0,378.0,937.0,482.0
HMG,im2col,4,L2Cache,14,0.5636732623033993,0.52,252.0,378.0,859.0,482.0
HMG,im2col,4,L2Cache,15,0.5678391959798995,0.5351089588377724,255.0,378.0,875.0,482.0
HMG,im2col,5,L1SCache,,0.9952267303102625,,10008.0,48.0,0.0,0.0
HMG,im2col,5,L1ICache,,0.9931246866719187,,41601.0,288.0,0.0,0.0
HMG,im2col,5,L2Cache,0,0.5884079236977257,0.3333333333333333,63.0,393.0,739.0,168.0
HMG,im2col,5,L2Cache,1,0.586360266864344,0.3197969543147208,61.0,390.0,730.0,168.0
HMG,im2col,5,L2Cache,2,0.5848082595870207,0.29743589743589743,67.0,390.0,726.0,173.0
HMG,im2col,5,L2Cache,3,0.5689127105666156,0.23756906077348067,57.0,392.0,686.0,171.0
HMG,im2col,5,L2Cache,4,0.5676923076923077,0.25806451612903225,65.0,394.0,673.0,168.0
HMG,im2col,5,L2Cache,5,0.571972581873572,0.21142857142857144,58.0,394.0,693.0,168.0
HMG,im2col,5,L2Cache,6,0.5805970149253732,0.28865979381443296,57.0,394.0,721.0,168.0
HMG,im2col,5,L2Cache,7,0.5790262172284644,0.3065326633165829,63.0,394.0,710.0,168.0
HMG,im2col,5,L2Cache,8,0.5707762557077626,0.25133689839572193,63.0,396.0,687.0,168.0
HMG,im2col,5,L2Cache,9,0.5634674922600619,0.28205128205128205,61.0,396.0,667.0,168.0
HMG,im2col,5,L2Cache,10,0.5668202764976958,0.27461139896373055,66.0,396.0,672.0,168.0
HMG,im2col,5,L2Cache,11,0.5729483282674772,0.28205128205128205,83.0,394.0,671.0,168.0
HMG,im2col,5,L2Cache,12,0.580909768829232,0.3137254901960784,78.0,394.0,701.0,168.0
HMG,im2col,5,L2Cache,13,0.5748865355521936,0.24731182795698925,76.0,394.0,684.0,168.0
HMG,im2col,5,L2Cache,14,0.5799701046337817,0.3137254901960784,76.0,394.0,700.0,168.0
HMG,im2col,5,L2Cache,15,0.5716463414634146,0.2,68.0,394.0,682.0,168.0
HMG,matrixmultiplication,2,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
HMG,matrixmultiplication,2,L1ICache,,0.99953534447431,,929289.0,432.0,0.0,0.0
HMG,matrixmultiplication,2,L2Cache,0,0.6175301849304601,0.021473008227975116,8034.0,4005.0,47.0,1000.0
HMG,matrixmultiplication,2,L2Cache,1,0.6202762179389892,0.02323252553575005,8128.0,4004.0,46.0,1000.0
HMG,matrixmultiplication,2,L2Cache,2,0.6221500830439378,0.02205734910767997,8195.0,4005.0,46.0,1000.0
HMG,matrixmultiplication,2,L2Cache,3,0.6219033232628399,0.0246,8187.0,4006.0,47.0,1000.0
HMG,matrixmultiplication,2,L2Cache,4,0.6224836009952499,0.027124052652572797,8202.0,4007.0,54.0,1000.0
HMG,matrixmultiplication,2,L2Cache,5,0.6221786064769381,0.022253408179631114,8189.0,4005.0,53.0,1000.0
HMG,matrixmultiplication,2,L2Cache,6,0.6221316425120773,0.02654690618762475,8195.0,4006.0,47.0,1000.0
HMG,matrixmultiplication,2,L2Cache,7,0.6203837112307575,0.0246,8128.0,4006.0,53.0,1000.0
HMG,matrixmultiplication,2,L2Cache,8,0.6187971644180197,0.023246492985971944,8066.0,4001.0,52.0,1000.0
HMG,matrixmultiplication,2,L2Cache,9,0.6160165847665847,0.02811565304087737,7974.0,4001.0,49.0,1000.0
HMG,matrixmultiplication,2,L2Cache,10,0.6128782601965792,0.02753391859537111,7860.0,4002.0,59.0,1000.0
HMG,matrixmultiplication,2,L2Cache,11,0.6163994784076091,0.033894945490584735,7985.0,4001.0,51.0,1000.0
HMG,matrixmultiplication,2,L2Cache,12,0.6151004386977603,0.03408640507332541,7946.0,4001.0,46.0,1000.0
HMG,matrixmultiplication,2,L2Cache,13,0.6108301563837236,0.022070626003210272,7797.0,4002.0,54.0,1000.0
HMG,matrixmultiplication,2,L2Cache,14,0.6139118350961167,0.026562812063111643,7901.0,4001.0,51.0,1000.0
HMG,matrixmultiplication,2,L2Cache,15,0.6147623083442484,0.02383336671339876,7922.0,4000.0,57.0,1000.0
HMG,matrixmultiplication,3,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
HMG,matrixmultiplication,3,L1ICache,,0.9995350644290925,,928729.0,432.0,0.0,0.0
HMG,matrixmultiplication,3,L2Cache,0,0.7121935165377653,0.5228619813717189,12929.0,4247.0,55.0,1000.0
HMG,matrixmultiplication,3,L2Cache,1,0.7103608076795763,0.5112749349522984,12815.0,4250.0,61.0,1000.0
HMG,matrixmultiplication,3,L2Cache,2,0.7081990889901122,0.5133967156439067,12679.0,4253.0,70.0,1000.0
HMG,matrixmultiplication,3,L2Cache,3,0.7086588000664783,0.5234672304439746,12734.0,4259.0,58.0,1000.0
HMG,matrixmultiplication,3,L2Cache,4,0.7085271317829457,0.5242718446601942,12734.0,4264.0,62.0,1000.0
HMG,matrixmultiplication,3,L2Cache,5,0.7074947181140887,0.5123430056301429,12660.0,4261.0,65.0,1000.0
HMG,matrixmultiplication,3,L2Cache,6,0.7080304123425273,0.5218498090793381,12708.0,4261.0,50.0,1000.0
HMG,matrixmultiplication,3,L2Cache,7,0.707237025087612,0.5104257167680278,12657.0,4263.0,57.0,1000.0
HMG,matrixmultiplication,3,L2Cache,8,0.7066122631490693,0.5048415492957746,12577.0,4249.0,65.0,1000.0
HMG,matrixmultiplication,3,L2Cache,9,0.70791142761767,0.51171875,12659.0,4250.0,65.0,1000.0
HMG,matrixmultiplication,3,L2Cache,10,0.7079001501084117,0.5108601216333623,12671.0,4254.0,62.0,1000.0
HMG,matrixmultiplication,3,L2Cache,11,0.7070695807314897,0.4979919678714859,12618.0,4254.0,64.0,1000.0
HMG,matrixmultiplication,3,L2Cache,12,0.7085301472631287,0.513828867761452,12675.0,4245.0,75.0,1000.0
HMG,matrixmultiplication,3,L2Cache,13,0.7080738434163701,0.5114967462039045,12669.0,4250.0,65.0,1000.0
HMG,matrixmultiplication,3,L2Cache,14,0.7087905997117836,0.5119305856832972,12722.0,4254.0,66.0,1000.0
HMG,matrixmultiplication,3,L2Cache,15,0.7096363535728123,0.5263157894736842,12747.0,4246.0,74.0,1000.0
HMG,matrixmultiplication,4,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
HMG,matrixmultiplication,4,L1ICache,,0.999535277494199,,929155.0,432.0,0.0,0.0
HMG,matrixmultiplication,4,L2Cache,0,0.2427751196172249,0.2549785966871394,1434.0,4749.0,1103.0,3164.0
HMG,matrixmultiplication,4,L2Cache,1,0.23199378761405554,0.24224072672218017,1280.0,4748.0,1110.0,3164.0
HMG,matrixmultiplication,4,L2Cache,2,0.23313299728576967,0.24314615239175646,1286.0,4749.0,1119.0,3162.0
HMG,matrixmultiplication,4,L2Cache,3,0.24076384224162747,0.2587930396149574,1398.0,4750.0,1111.0,3162.0
HMG,matrixmultiplication,4,L2Cache,4,0.24183194404522373,0.25737066567773037,1388.0,4751.0,1136.0,3162.0
HMG,matrixmultiplication,4,L2Cache,5,0.23343023255813952,0.24314615239175646,1286.0,4749.0,1123.0,3162.0
HMG,matrixmultiplication,4,L2Cache,6,0.2464761904761905,0.2706739526411658,1486.0,4750.0,1102.0,3162.0
HMG,matrixmultiplication,4,L2Cache,7,0.24640441946852082,0.26720351390922403,1460.0,4750.0,1127.0,3162.0
HMG,matrixmultiplication,4,L2Cache,8,0.23337211557106846,0.24333017975402083,1286.0,4745.0,1121.0,3162.0
HMG,matrixmultiplication,4,L2Cache,9,0.24544326748735568,0.2631288004422333,1456.0,4745.0,1116.0,3162.0
HMG,matrixmultiplication,4,L2Cache,10,0.24462699398223325,0.2611747321758404,1442.0,4746.0,1119.0,3162.0
HMG,matrixmultiplication,4,L2Cache,11,0.2434216821356808,0.25765732318544643,1416.0,4745.0,1128.0,3162.0
HMG,matrixmultiplication,4,L2Cache,12,0.24916911974171493,0.2683863885839737,1495.0,4745.0,1129.0,3162.0
HMG,matrixmultiplication,4,L2Cache,13,0.24469914040114613,0.2611747321758404,1442.0,4746.0,1120.0,3162.0
HMG,matrixmultiplication,4,L2Cache,14,0.23618624420401854,0.24318697956093868,1313.0,4745.0,1132.0,3162.0
HMG,matrixmultiplication,4,L2Cache,15,0.23878297708453688,0.2501406337896119,1338.0,4744.0,1142.0,3162.0
HMG,matrixmultiplication,5,L1SCache,,0.9795918367346939,,1536.0,32.0,0.0,0.0
HMG,matrixmultiplication,5,L1ICache,,0.999535279493885,,929159.0,432.0,0.0,0.0
HMG,matrixmultiplication,5,L2Cache,0,0.28204004091772616,0.27534307215582116,1898.0,4005.0,32.0,908.0
HMG,matrixmultiplication,5,L2Cache,1,0.2725118483412322,0.2725118483412322,1807.0,4004.0,33.0,908.0
HMG,matrixmultiplication,5,L2Cache,2,0.2889821919791516,0.28906589427950763,1961.0,4005.0,35.0,906.0
HMG,matrixmultiplication,5,L2Cache,3,0.3010813887307911,0.30116709365214916,2086.0,4006.0,30.0,906.0
HMG,matrixmultiplication,5,L2Cache,4,0.2940077597355942,0.29409228115567054,2003.0,4007.0,43.0,906.0
HMG,matrixmultiplication,5,L2Cache,5,0.2835886214442013,0.2836713847949803,1908.0,4005.0,36.0,906.0
HMG,matrixmultiplication,5,L2Cache,6,0.30098192685356484,0.301067615658363,2087.0,4006.0,28.0,906.0
HMG,matrixmultiplication,5,L2Cache,7,0.27551622418879057,0.27559752139274124,1826.0,4006.0,42.0,906.0
HMG,matrixmultiplication,5,L2Cache,8,0.2811309698212716,0.28121336459554513,1881.0,4001.0,38.0,906.0
HMG,matrixmultiplication,5,L2Cache,9,0.28134153485647334,0.27846425419240955,1891.0,4001.0,30.0,906.0
HMG,matrixmultiplication,5,L2Cache,10,0.26184388629869154,0.2588004230246261,1708.0,4002.0,33.0,906.0
HMG,matrixmultiplication,5,L2Cache,11,0.25459516937566457,0.2514878681519915,1632.0,4001.0,44.0,906.0
HMG,matrixmultiplication,5,L2Cache,12,0.2738976028410772,0.27095719381688466,1814.0,4001.0,37.0,906.0
HMG,matrixmultiplication,5,L2Cache,13,0.2745011086474501,0.27156644394951746,1824.0,4002.0,33.0,906.0
HMG,matrixmultiplication,5,L2Cache,14,0.26662681213570466,0.26428678566071695,1743.0,4001.0,41.0,906.0
HMG,matrixmultiplication,5,L2Cache,15,0.2858806404657933,0.285089637079143,1928.0,4000.0,36.0,906.0
HMG,pagerank,2,L1SCache,,0.9988649262202043,,112640.0,128.0,0.0,0.0
HMG,pagerank,2,L1ICache,,0.9989470340404152,,789317.0,832.0,0.0,0.0
HMG,pagerank,2,L2Cache,0,0.7140074969111888,0.8391705552351492,63603.0,27172.0,4589.0,142.0
HMG,pagerank,2,L2Cache,1,0.7119678444411709,0.8388073056476657,63189.0,27228.0,4475.0,146.0
HMG,pagerank,2,L2Cache,2,0.7137341076754041,0.8383443864845737,63715.0,27203.0,4493.0,154.0
HMG,pagerank,2,L2Cache,3,0.7127084603898972,0.8389314787007034,63288.0,27176.0,4492.0,146.0
HMG,pagerank,2,L2Cache,4,0.7091592727117796,0.8363070483754125,62073.0,27160.0,4505.0,145.0
HMG,pagerank,2,L2Cache,5,0.7132939221172659,0.8380439659039928,63329.0,27100.0,4481.0,156.0
HMG,pagerank,2,L2Cache,6,0.7124831763122477,0.8388490725126475,63272.0,27197.0,4488.0,147.0
HMG,pagerank,2,L2Cache,7,0.7123815946136745,0.8387002884131982,63158.0,27141.0,4452.0,156.0
